Jama,Barwa zewn.,Barwa wewn.,Faktura,Domieszka,Ornament,Uwagi,Grupa techn.,guzki miseczkowate,linie ryte,guzki plastyczne,ornament choinkowy,odciski plecionki,otwory na powierzchni,do³ki paznokciowe,obmazywanie,otwory pod wylewem,do³ki palcowe,ornament pseudosznurowy,listwy karbowane,listwy plastyczne,ucha,inne/ nieokreœlone el. plastyczne,ornament stempelkowy,wciêcia w wylewach,ryte okrêgi,wyg³adzanie,nak³uwanie
13,b,b,g,k,,,3a,,,,,,,,,,,,,,,,,,,,
13,b,,g/ch,k,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
13,b,,g/ch,k,"odciski plecionki, otwory na powierzchni",talerz-placek,3c,,,,,1,1,,,,,,,,,,,,,,
13,b,,g/ch,k,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
13,b,b,g,k,,,3a,,,,,,,,,,,,,,,,,,,,
13,b,,g,k,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
13,b,,g/ch,k,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
13,b,b,g,k,,,3a,,,,,,,,,,,,,,,,,,,,
13,b,b,ch,k,,,3b,,,,,,,,,,,,,,,,,,,,
13,b,b,g,k,,,3a,,,,,,,,,,,,,,,,,,,,
13,b,b,g,0,,,3a,,,,,,,,,,,,,,,,,,,,
13,b,b,g,k,,,3a,,,,,,,,,,,,,,,,,,,,
13,b,,g,k,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
13,b,,g,k,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
13,b,,g/ch,k,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
13,b,c,g,k,,,2a,,,,,,,,,,,,,,,,,,,,
,,,,,,,nan,,,,,,,,,,,,,,,,,,,,
18,b,c,ch,k,,,2b,,,,,,,,,,,,,,,,,,,,
18,b,b,ch,k,do³ki paznokciowe,,3b,,,,,,,1,,,,,,,,,,,,,
18,b,,g/ch,k,otwór na powierzchni,talerz-placek,3c,,,,,,1,,,,,,,,,,,,,,
18,b,,g/ch,k,"otwór na powierzchni, do³ki palcowe",talerz-placek,3c,,,,,,1,,,,1,,,,,,,,,,
18,b,b,g,k,"skoœne linie ryte, plastyczny guz? (u³amany)",,3a,,1,1,,,,,,,,,,,,,,,,,
18,b,b,g,0/k,,,3a,,,,,,,,,,,,,,,,,,,,
18,b,,g/ch,k,"otwór na powierzchni, do³ek palcowy",talerz-placek,3c,,,,,,1,,,,1,,,,,,,,,,
18,b,b,g/ch,k,,,3b,,,,,,,,,,,,,,,,,,,,
18,b,,g/ch,k,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
18,b,,g/ch,k,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
18,b,b,g/ch,k,,,3b,,,,,,,,,,,,,,,,,,,,
18,b,c,g/ch,k,,,2b,,,,,,,,,,,,,,,,,,,,
18,b,,g/ch,k,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
18,b,c,g/ch,k,,,2b,,,,,,,,,,,,,,,,,,,,
18,b,,g/ch,k,odcisk plecionki,talerz-placek,3c,,,,,1,,,,,,,,,,,,,,,
18,b,b,g/ch,k,otwór pod wylewem,,3b,,,,,,,,,1,,,,,,,,,,,
18,b,b,ch,k,,,3b,,,,,,,,,,,,,,,,,,,,
18,b,b,g,k,,dno,3a,,,,,,,,,,,,,,,,,,,,
18,b,b,g,k,,,3a,,,,,,,,,,,,,,,,,,,,
18,b,b,ch,k,,,3b,,,,,,,,,,,,,,,,,,,,
18,b,b,g,k,,,3a,,,,,,,,,,,,,,,,,,,,
18,b,,g/ch,k,"otwór na powierzchni, do³ki palcowe",talerz-placek,3c,,,,,,1,,,,1,,,,,,,,,,
18,b,c,g,k,,,2a,,,,,,,,,,,,,,,,,,,,
18,b,,g/ch,k,do³ki paznokciowe,talerz-placek,3c,,,,,,,1,,,,,,,,,,,,,
18,b,b,g,k,,,3a,,,,,,,,,,,,,,,,,,,,
18,b,b,g,0/k,,dno,3a,,,,,,,,,,,,,,,,,,,,
18,b,,g/ch,k,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
18,b,b,g,k,,,3a,,,,,,,,,,,,,,,,,,,,
18,b,,g/ch,k,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
18,b,b,ch,k,,,3b,,,,,,,,,,,,,,,,,,,,
18,b,,g/ch,k,odcisk plecionki,talerz-placek,3c,,,,,1,,,,,,,,,,,,,,,
18,b,b,g,0,"pozioma linia ryta, guzek plastyczny",,3a,,1,1,,,,,,,,,,,,,,,,,
18,b,b,g,k,do³ki paznokciowe,,3a,,,,,,,1,,,,,,,,,,,,,
18,b,c,ch,k,,,2b,,,,,,,,,,,,,,,,,,,,
18,b,c,ch,k,,,2b,,,,,,,,,,,,,,,,,,,,
18,b,,g/ch,k,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
18,b,b,g,k,otwór pod wylewem,,3a,,,,,,,,,1,,,,,,,,,,,
18,b,,g/ch,k,odcisk plecionki,talerz-placek,3c,,,,,1,,,,,,,,,,,,,,,
18,b,b,ch,k,,,3b,,,,,,,,,,,,,,,,,,,,
18,b,c,ch,k,,,2b,,,,,,,,,,,,,,,,,,,,
18,b,b,ch,k,,,3b,,,,,,,,,,,,,,,,,,,,
18,b,,g,k,do³ek paznokciowy,talerz-placek,3c,,,,,,,1,,,,,,,,,,,,,
18,b,,g/ch,k,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
18,b,,g,k,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
18,b,c,ch,k,,,2b,,,,,,,,,,,,,,,,,,,,
18,b,b,ch,k,,,3b,,,,,,,,,,,,,,,,,,,,
18,b,b,ch,k,,,3b,,,,,,,,,,,,,,,,,,,,
18,b,b,ch,k,,,3b,,,,,,,,,,,,,,,,,,,,
18,b,b,ch,k,,,3b,,,,,,,,,,,,,,,,,,,,
18,b,b,ch,k,,,3b,,,,,,,,,,,,,,,,,,,,
18,b,b,ch,k,guzek plastyczny,,3b,,,1,,,,,,,,,,,,,,,,,
18,b,b,ch,k,,,3b,,,,,,,,,,,,,,,,,,,,
18,b,b,ch,k,,,3b,,,,,,,,,,,,,,,,,,,,
18,b,,g/ch,k,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
18,b,b,g,k,,,3a,,,,,,,,,,,,,,,,,,,,
18,b,c,g,k,,,2a,,,,,,,,,,,,,,,,,,,,
18,b,b,g,k,,,3a,,,,,,,,,,,,,,,,,,,,
18,b,b,ch,k,,,3b,,,,,,,,,,,,,,,,,,,,
18,b,,g/ch,k,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
18,b,,g/ch,k,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
18,b,,g,k,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
18,b,,g,k,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
18,b,,,k,do³ki paznokciowe,talerz-placek,3c,,,,,,,1,,,,,,,,,,,,,
18,b,b,ch,k,,,3b,,,,,,,,,,,,,,,,,,,,
18,b,b,ch,k,,,3b,,,,,,,,,,,,,,,,,,,,
18,b,,,k,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
18,b,,,k,do³ki paznokciowe,talerz-placek,3c,,,,,,,1,,,,,,,,,,,,,
18,c,c,g,0,,,4,,,,,,,,,,,,,,,,,,,,
18,b,b,ch,k,,,3b,,,,,,,,,,,,,,,,,,,,
,,,,,,,nan,,,,,,,,,,,,,,,,,,,,
21,b,b,g,k,,,3a,,,,,,,,,,,,,,,,,,,,
21,b,b,g,k,,,3a,,,,,,,,,,,,,,,,,,,,
21,b,b,ch,k,,,3b,,,,,,,,,,,,,,,,,,,,
21,b,c,g,k,,,2a,,,,,,,,,,,,,,,,,,,,
21,c,b,g,k,,,1,,,,,,,,,,,,,,,,,,,,
21,b,b,g/ch,k,,,3b,,,,,,,,,,,,,,,,,,,,
21,c,b,g,k,,,1,,,,,,,,,,,,,,,,,,,,
21,b,b,g/ch,k,,,3b,,,,,,,,,,,,,,,,,,,,
21,b,b,g,k,,,3a,,,,,,,,,,,,,,,,,,,,
21,c,b,g,k,,,1,,,,,,,,,,,,,,,,,,,,
21,b,b,ch,k,,,3b,,,,,,,,,,,,,,,,,,,,
21,b,b,ch,k,,,3b,,,,,,,,,,,,,,,,,,,,
21,b,b,g,k,,wylew,3a,,,,,,,,,,,,,,,,,,,,
21,b,b,g,k,,dno,3a,,,,,,,,,,,,,,,,,,,,
21,b,c,g,k,,,2a,,,,,,,,,,,,,,,,,,,,
21,b,b,ch,k,,,3b,,,,,,,,,,,,,,,,,,,,
21,b,b,ch,k,,,3b,,,,,,,,,,,,,,,,,,,,
21,b,b,ch,k,,,3b,,,,,,,,,,,,,,,,,,,,
21,b,b,ch,k,pozosta³oœci nieokreœlonego ornamentu plastycznego,,3b,,,,,,,,,,,,,,,,,,,,
21,b,b,g,k,,,3a,,,,,,,,,,,,,,,,,,,,
21,b,b,g,k,,,3a,,,,,,,,,,,,,,,,,,,,
21,b,b,ch,k,,,3b,,,,,,,,,,,,,,,,,,,,
21,b,b,ch,k,,,3b,,,,,,,,,,,,,,,,,,,,
21,b,b,ch,k,,,3b,,,,,,,,,,,,,,,,,,,,
21,b,b,g,k,,,3a,,,,,,,,,,,,,,,,,,,,
21,b,c,g,k,,,2a,,,,,,,,,,,,,,,,,,,,
21,b,b,ch,k,,,3b,,,,,,,,,,,,,,,,,,,,
21,b,b,ch,k,do³ek paznokciowy,,3b,,,,,,,1,,,,,,,,,,,,,
21,b,b,g,k,,,3a,,,,,,,,,,,,,,,,,,,,
21,b,b,ch,k,,,3b,,,,,,,,,,,,,,,,,,,,
21,b,b,ch,k,,,3b,,,,,,,,,,,,,,,,,,,,
21,b,b,ch,k,,,3b,,,,,,,,,,,,,,,,,,,,
21,b,b,ch,k,,,3b,,,,,,,,,,,,,,,,,,,,
21,b,b,g,k,,,3a,,,,,,,,,,,,,,,,,,,,
21,b,b,g,k,,,3a,,,,,,,,,,,,,,,,,,,,
21,b,c,g,k,,,2a,,,,,,,,,,,,,,,,,,,,
21,b,b,ch,k,,,3b,,,,,,,,,,,,,,,,,,,,
21,b,b,ch,k,,,3b,,,,,,,,,,,,,,,,,,,,
21,b,b,g,k,,,3a,,,,,,,,,,,,,,,,,,,,
21,b,b,g,k,,,3a,,,,,,,,,,,,,,,,,,,,
21,b,c,g,k,,,2a,,,,,,,,,,,,,,,,,,,,
21,b,b,g,k,,,3a,,,,,,,,,,,,,,,,,,,,
21,b,c,g,k,,,2a,,,,,,,,,,,,,,,,,,,,
21,b,c,g,k,,,2a,,,,,,,,,,,,,,,,,,,,
21,b,c,g,k,,,2a,,,,,,,,,,,,,,,,,,,,
21,b,b,g,k,,dno,3a,,,,,,,,,,,,,,,,,,,,
21,b,b,g,k,,,3a,,,,,,,,,,,,,,,,,,,,
21,b,b,g,k,,,3a,,,,,,,,,,,,,,,,,,,,
21,b,c,g,k,,,2a,,,,,,,,,,,,,,,,,,,,
21,b,b,ch,k,"do³ki paznokciowe, miseczkowaty guzek plastyczny",,3b,1,,,,,,1,,,,,,,,,,,,,
21,b,b,ch,k,do³ki paznokciowe,,3b,,,,,,,1,,,,,,,,,,,,,
21,b,b,ch,k,,,3b,,,,,,,,,,,,,,,,,,,,
21,b,b,g,k,,,3a,,,,,,,,,,,,,,,,,,,,
21,b,b,g,k,,,3a,,,,,,,,,,,,,,,,,,,,
21,b,c,g,k,,,2a,,,,,,,,,,,,,,,,,,,,
21,b,c,g,k,,,2a,,,,,,,,,,,,,,,,,,,,
21,b,b,ch,k,do³ki paznokciowe,,3b,,,,,,,1,,,,,,,,,,,,,
21,b,b,g,k,,,3a,,,,,,,,,,,,,,,,,,,,
21,b,b,g,k,do³ki paznokciowe,wylew,3a,,,,,,,1,,,,,,,,,,,,,
,,,,,,,nan,,,,,,,,,,,,,,,,,,,,
22,b,c,ch,k,obmazywanie,,2b,,,,,,,,1,,,,,,,,,,,,
22,b,b,g,0/k,,,3a,,,,,,,,,,,,,,,,,,,,
22,b,b,ch,k,"otwory pod wylewem, do³ki paznokciowe",,3b,,,,,,,1,,1,,,,,,,,,,,
22,b,b,ch,k,obmazywanie,,3b,,,,,,,,1,,,,,,,,,,,,
22,b,b,ch,k,pozosta³oœæ nieokreœlonego el. Plastycznego,,3b,,,,,,,,,,,,,,,,,,,,
22,b,b,g,k,,,3a,,,,,,,,,,,,,,,,,,,,
22,b,b,ch,k,obmazywanie,,3b,,,,,,,,1,,,,,,,,,,,,
22,b,b,ch,k,obmazywanie,,3b,,,,,,,,1,,,,,,,,,,,,
22,b,b,g,k,,,3a,,,,,,,,,,,,,,,,,,,,
22,c,b,g,0,skoœne i poziome linie ryte,,1,,1,,,,,,,,,,,,,,,,,,
22,b,,g,0/k,otwór na powierzchni,talerz-placek,3c,,,,,,1,,,,,,,,,,,,,,
22,b,b,ch,k,,,3b,,,,,,,,,,,,,,,,,,,,
22,b,,g/ch,k,otwór na powierzchni,talerz-placek,3c,,,,,,1,,,,,,,,,,,,,,
22,b,b,g,k,,,3a,,,,,,,,,,,,,,,,,,,,
22,b,,g,k,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
22,b,,g/ch,k,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
22,b,b,g,0/k,,wylew,3a,,,,,,,,,,,,,,,,,,,,
22,b,b,ch,k,,,3b,,,,,,,,,,,,,,,,,,,,
22,b,,g/ch,k,odcisk plecionki,talerz-placek,3c,,,,,1,,,,,,,,,,,,,,,
22,b,,g/ch,k,otwór na powierzchni,talerz-placek,3c,,,,,,1,,,,,,,,,,,,,,
22,b,b,g,k,,wylew?,3a,,,,,,,,,,,,,,,,,,,,
22,b,b,g,k,,,3a,,,,,,,,,,,,,,,,,,,,
22,b,b,ch,k,,,3b,,,,,,,,,,,,,,,,,,,,
22,b,b,g/ch,k,,,3b,,,,,,,,,,,,,,,,,,,,
22,b,,ch,k,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
22,b,c,ch,k,do³ki paznokciowe,,2b,,,,,,,1,,,,,,,,,,,,,
22,b,b,ch,k,,,3b,,,,,,,,,,,,,,,,,,,,
22,b,b,ch,k,,,3b,,,,,,,,,,,,,,,,,,,,
22,b,,g,k,otwór na powierzchni,talerz-placek,3c,,,,,,1,,,,,,,,,,,,,,
22,b,b,ch,k,,,3b,,,,,,,,,,,,,,,,,,,,
22,b,b,ch,k,,,3b,,,,,,,,,,,,,,,,,,,,
22,b,b,g,0/k,"ornament pseudosznurowy (?), guzek plastyczny",,3a,,,1,,,,,,,,1,,,,,,,,,
22,b,b,g,k,,,3a,,,,,,,,,,,,,,,,,,,,
22,b,b,g,k,,,3a,,,,,,,,,,,,,,,,,,,,
22,b,b,ch,k,,,3b,,,,,,,,,,,,,,,,,,,,
22,b,,g/ch,k,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
22,b,b,ch,k,,,3b,,,,,,,,,,,,,,,,,,,,
22,b,b,g,k,,,3a,,,,,,,,,,,,,,,,,,,,
22,b,b,g,k,,,3a,,,,,,,,,,,,,,,,,,,,
22,b,c,ch,k,,,2b,,,,,,,,,,,,,,,,,,,,
22,b,b,ch,k,,,3b,,,,,,,,,,,,,,,,,,,,
22,b,b,ch,k,,,3b,,,,,,,,,,,,,,,,,,,,
22,b,b,ch,k,,,3b,,,,,,,,,,,,,,,,,,,,
,,,,,,,nan,,,,,,,,,,,,,,,,,,,,
23,b,b,g/ch,k,"do³ek paznokciowy, guz plastyczny",,3b,,,1,,,,1,,,,,,,,,,,,,
23,b,b,ch,k,,,3b,,,,,,,,,,,,,,,,,,,,
23,b,,g/ch,k,otwór na powierzchni z plastyczn¹ obwódk¹,talerz-placek,3c,,,,,,1,,,,,,,,,,,,,,
23,b,,g/ch,k,odcisk plecionki,talerz-placek,3c,,,,,1,,,,,,,,,,,,,,,
23,b,,g/ch,k,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
23,b,,g/ch,k,odcisk plecionki,talerz-placek,3c,,,,,1,,,,,,,,,,,,,,,
23,b,,g/ch,k,"otwory na powierzchni, odcisk plecionki",talerz-placek,3c,,,,,1,1,,,,,,,,,,,,,,
23,b,,g/ch,k,odcisk plecionki,talerz-placek,3c,,,,,1,,,,,,,,,,,,,,,
23,b,,ch,k,do³ek paznokciowy,talerz-placek,3c,,,,,,,1,,,,,,,,,,,,,
23,b,,g/ch,k,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
23,b,,g/ch,k,,,nan,,,,,,,,,,,,,,,,,,,,
,,,,,,,nan,,,,,,,,,,,,,,,,,,,,
24,b,,g/ch,k,otwór na powierzchni,talerz-placek,3c,,,,,,1,,,,,,,,,,,,,,
24,b,b,ch,k,,,3b,,,,,,,,,,,,,,,,,,,,
24,b,c,g/ch,k,,,2b,,,,,,,,,,,,,,,,,,,,
24,b,b,ch,k,do³ki paznokciowe,,3b,,,,,,,1,,,,,,,,,,,,,
24,b,b,ch,k,,,3b,,,,,,,,,,,,,,,,,,,,
24,b,b,g/ch,k,,,3b,,,,,,,,,,,,,,,,,,,,
24,b,b,g,0/k,od³amany pod³u¿ny el. Plastyczny,,3a,,,,,,,,,,,,,1,,,,,,,
24,b,b,g/ch,k,,,3b,,,,,,,,,,,,,,,,,,,,
24,b,b,ch,k,do³ek paznokciowy,,3b,,,,,,,1,,,,,,,,,,,,,
24,b,c,g,k,,,2a,,,,,,,,,,,,,,,,,,,,
24,b,c,g,k,,,2a,,,,,,,,,,,,,,,,,,,,
24,b,c,ch,k,,,2b,,,,,,,,,,,,,,,,,,,,
24,b,c,g,k,,,2a,,,,,,,,,,,,,,,,,,,,
24,b,,g/ch,k,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
24,b,b,g,k,,,3a,,,,,,,,,,,,,,,,,,,,
24,b,b,g,k,,,3a,,,,,,,,,,,,,,,,,,,,
24,b,b,g,k,,,3a,,,,,,,,,,,,,,,,,,,,
24,b,b,ch,k,,,3b,,,,,,,,,,,,,,,,,,,,
24,b,c,g,k,,,2a,,,,,,,,,,,,,,,,,,,,
24,b,,g/ch,k,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
24,b,,g/ch,k,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
24,b,,g/ch,k,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
24,b,b,g,k,,,3a,,,,,,,,,,,,,,,,,,,,
24,b,b,g,k,,,3a,,,,,,,,,,,,,,,,,,,,
24,b,b,g,0/k,,,3a,,,,,,,,,,,,,,,,,,,,
24,b,b,g,0/k,,,3a,,,,,,,,,,,,,,,,,,,,
24,b,b,g,k,,,3a,,,,,,,,,,,,,,,,,,,,
24,b,c,ch,k,,,2b,,,,,,,,,,,,,,,,,,,,
24,b,c,g,0,,,2a,,,,,,,,,,,,,,,,,,,,
,,,,,,,nan,,,,,,,,,,,,,,,,,,,,
25,b,,g,k,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
25,b,b,ch,k,do³ki paznokciowe,,3b,,,,,,,1,,,,,,,,,,,,,
25,b,,g/ch,k,otwór na powierzchni,talerz-placek,3c,,,,,,1,,,,,,,,,,,,,,
25,b,,g/ch,k,otwór na powierzchni,talerz-placek,3c,,,,,,1,,,,,,,,,,,,,,
25,b,b,ch,k,,,3b,,,,,,,,,,,,,,,,,,,,
25,b,b,g,k,,,3a,,,,,,,,,,,,,,,,,,,,
25,b,c,ch,k,,,2b,,,,,,,,,,,,,,,,,,,,
25,b,b,g,k,,,3a,,,,,,,,,,,,,,,,,,,,
25,b,b,ch,k,,,3b,,,,,,,,,,,,,,,,,,,,
25,b,,g/ch,k,,,nan,,,,,,,,,,,,,,,,,,,,
25,b,b,g,0/k,,,3a,,,,,,,,,,,,,,,,,,,,
25,b,,g/ch,k,"otwór na powierzchni, do³ki palcowe",talerz-placek,3c,,,,,,1,,,,1,,,,,,,,,,
25,b,,g/ch,k,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
25,b,b,ch,k,,,3b,,,,,,,,,,,,,,,,,,,,
25,b,b,g,k,,,3a,,,,,,,,,,,,,,,,,,,,
25,b,b,ch,k,,,3b,,,,,,,,,,,,,,,,,,,,
25,b,,g,k,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
25,b,b,ch,k,,,3b,,,,,,,,,,,,,,,,,,,,
25,b,b,ch,k,,,3b,,,,,,,,,,,,,,,,,,,,
,,,,,,,nan,,,,,,,,,,,,,,,,,,,,
27,b,,g/ch,k,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
27,b,b,g,0/k,,,3a,,,,,,,,,,,,,,,,,,,,
27,b,b,g,0,,,3a,,,,,,,,,,,,,,,,,,,,
27,b,,g/ch,k,"otwór na powierzchni, odcisk plecionki",talerz-placek,3c,,,,,1,1,,,,,,,,,,,,,,
27,b,b,g,k,,,3a,,,,,,,,,,,,,,,,,,,,
27,b,,g/ch,k,odcisk palcowy,talerz-placek,3c,,,,,,,,,,1,,,,,,,,,,
27,b,,g/ch,k,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
27,b,,g/ch,k,odciski paznokciowe,talerz-placek,3c,,,,,,,1,,,,,,,,,,,,,
27,b,b,g,0,,,3a,,,,,,,,,,,,,,,,,,,,
27,b,,g/ch,k,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
27,b,b,ch,k,,,3b,,,,,,,,,,,,,,,,,,,,
27,b,,ch,k,odcisk plecionki,talerz-placek,3c,,,,,1,,,,,,,,,,,,,,,
27,b,b,g,k,,,3a,,,,,,,,,,,,,,,,,,,,
27,b,b,g,k,,,3a,,,,,,,,,,,,,,,,,,,,
27,b,,g/ch,k,odcisk paznokciowy,talerz-placek,3c,,,,,,,1,,,,,,,,,,,,,
27,b,,g/ch,k,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
27,b,b,g,0/k,,,3a,,,,,,,,,,,,,,,,,,,,
27,b,b,ch,k,,,3b,,,,,,,,,,,,,,,,,,,,
27,b,,g/ch,k,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
27,b,b,g/ch,k,odciski paznokciowe,,3b,,,,,,,1,,,,,,,,,,,,,
27,b,b,g,k,,,3a,,,,,,,,,,,,,,,,,,,,
27,b,,g/ch,k,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
27,b,,g,k,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
27,b,,g/ch,k,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
27,b,,g,k,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
27,b,,g/ch,k,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
27,b,,ch,k,odcisk plecionki,talerz-placek,3c,,,,,1,,,,,,,,,,,,,,,
27,b,,ch,k,odcisk plecionki,talerz-placek,3c,,,,,1,,,,,,,,,,,,,,,
27,b,,g/ch,k,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
27,b,,ch,k,odcisk plecionki,talerz-placek,3c,,,,,1,,,,,,,,,,,,,,,
27,b,b,g,0/k,,,3a,,,,,,,,,,,,,,,,,,,,
27,b,,g,k,otwór na powierzchni,talerz-placek,3c,,,,,,1,,,,,,,,,,,,,,
,,,,,,,nan,,,,,,,,,,,,,,,,,,,,
29,b,,g/ch,k,"otwór na powierzchni, odciski paznokciowe, odcisk plecionki",talerz-placek,3c,,,,,1,1,1,,,,,,,,,,,,,
29,b,b,g/ch,k,do³ki paznokciowe,,3b,,,,,,,1,,,,,,,,,,,,,
29,b,b,ch,k,,,3b,,,,,,,,,,,,,,,,,,,,
29,b,c,g,k,,,2a,,,,,,,,,,,,,,,,,,,,
29,b,b,ch,k,,,3b,,,,,,,,,,,,,,,,,,,,
29,b,,g/ch,k,"otwór na powierzchni, odciski paznokciowe",talerz-placek,3c,,,,,,1,1,,,,,,,,,,,,,
29,b,c,g,0,,,2a,,,,,,,,,,,,,,,,,,,,
29,b,c,g,0/k,,,2a,,,,,,,,,,,,,,,,,,,,
29,b,c,g,k,,,2a,,,,,,,,,,,,,,,,,,,,
29,b,b,ch,k,,,3b,,,,,,,,,,,,,,,,,,,,
29,b,b,ch,k,,,3b,,,,,,,,,,,,,,,,,,,,
29,b,b,ch,k,,,3b,,,,,,,,,,,,,,,,,,,,
29,b,c,g,k,,,2a,,,,,,,,,,,,,,,,,,,,
29,b,c,g,k,,,2a,,,,,,,,,,,,,,,,,,,,
29,b,b,ch,k,,,3b,,,,,,,,,,,,,,,,,,,,
29,b,b,ch,k,,,3b,,,,,,,,,,,,,,,,,,,,
29,b,b,ch,k,,,3b,,,,,,,,,,,,,,,,,,,,
29,b,b,ch,k,,,3b,,,,,,,,,,,,,,,,,,,,
29,b,,g,k,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
29,b,c,g,k,,,2a,,,,,,,,,,,,,,,,,,,,
29,b,b,ch,k,,,3b,,,,,,,,,,,,,,,,,,,,
29,b,,ch,k,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
29,b,,g,k,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
29,c,b,ch,k,,,1,,,,,,,,,,,,,,,,,,,,
29,b,c,g,k,do³ki paznokciowe,,2a,,,,,,,1,,,,,,,,,,,,,
29,b,,g/ch,k,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
29,c,c,g,k,,,4,,,,,,,,,,,,,,,,,,,,
29,b,c,ch,k,,,2b,,,,,,,,,,,,,,,,,,,,
29,b,,g,k,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
29,b,,g,k,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
29,b,b,g,k,otwór pod wylewem,,3a,,,,,,,,,1,,,,,,,,,,,
29,b,c,g,0,,,2a,,,,,,,,,,,,,,,,,,,,
29,b,,g/ch,k,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
29,b,b,ch,k,,,3b,,,,,,,,,,,,,,,,,,,,
29,b,,g/ch,k,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
29,b,b,g,k,,,3a,,,,,,,,,,,,,,,,,,,,
29,b,b,ch,k,,,3b,,,,,,,,,,,,,,,,,,,,
29,b,,g,k,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
29,c,c,g,k,,,4,,,,,,,,,,,,,,,,,,,,
29,b,b,ch,k,,,3b,,,,,,,,,,,,,,,,,,,,
29,b,b,g,k,,,3a,,,,,,,,,,,,,,,,,,,,
29,b,c,g,k,,,2a,,,,,,,,,,,,,,,,,,,,
29,b,,g/ch,k,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
29,b,c,g,k,,,2a,,,,,,,,,,,,,,,,,,,,
29,b,,g/ch,k,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
29,b,c,g,k,,,2a,,,,,,,,,,,,,,,,,,,,
29,b,,g/ch,k,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
29,b,,g,k,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
29,b,b,ch,k,,,3b,,,,,,,,,,,,,,,,,,,,
29,b,c,g,0,,,2a,,,,,,,,,,,,,,,,,,,,
29,b,,g/ch,k,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
29,b,c,g,0,,,2a,,,,,,,,,,,,,,,,,,,,
29,b,c,g,0/k,,,2a,,,,,,,,,,,,,,,,,,,,
29,b,c,g,k,,,2a,,,,,,,,,,,,,,,,,,,,
29,b,c,g,k,,,2a,,,,,,,,,,,,,,,,,,,,
29,b,,g,k,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
